Point Number,RTC,RPM,Inj PW,Duty Cycle,CL Comp,Target AFR,AFR,Air Temp Enr,Coolant Enr,Coolant AFR Offset,Afterstart Enr,Current Learn,CL Status,Learn Status,Fuel Economy,Fuel Flow,MAP RoC,TPS RoC,Tuning Change,Estimated VE,Main Rev Limit,Rev Limit #1,Launch Retard,Ignition Timing,Knock Retard,Knock Level,Spark Pad2,IAC Position,Target Idle Speed,MAP,TPS,MAT,CTS,Baro,Battery,Oil Pressure,Fuel Pressure,Pedal Position,AC Kick,Fan #1,Fan #2,#2 Fuel Pump,AC Shutdown,TCC Lockup,Sensor Warning,Sensor Caution,Base Fuel lb/hr,Base Fuel VE,Base Timing,Base Target AFR,Base Ign Dwell,Vol Comp Ign Dwell,Inj End Angle,ECU Log Trigger,Timing vs Air,Timing vs Cool,Status 1,Status 2,Status 3,Status 4,Status 5,Status 6,Status 7,Status 8,Inj Driver #1 PPH,Inj Driver #2 PPH,Inj Driver #3 PPH,Inj Driver #4 PPH,Inj Driver #5 PPH,Inj Driver #6 PPH,Inj Driver #7 PPH,Inj Driver #8 PPH,Inj Driver #1 PW,Inj Driver #2 PW,Inj Driver #3 PW,Inj Driver #4 PW,Inj Driver #5 PW,Inj Driver #6 PW,Inj Driver #7 PW,Inj Driver #8 PW,Cyl #1 Fuel Cor,Cyl #2 Fuel Cor,Cyl #3 Fuel Cor,Cyl #4 Fuel Cor,Cyl #5 Fuel Cor,Cyl #6 Fuel Cor,Cyl #7 Fuel Cor,Cyl #8 Fuel Cor,Cyl #1 Timing Cor,Cyl #2 Timing Cor,Cyl #3 Timing Cor,Cyl #4 Timing Cor,Cyl #5 Timing Cor,Cyl #6 Timing Cor,Cyl #7 Timing Cor,Cyl #8 Timing Cor,DI Target FP,Boost PSIG,Staging Input #1,Staging Input #2,Staging Output,System Pad2,System Pad3,System Pad4,Boost Gear,Boost,Boost Speed,Boost Time,Target Boost,Trans Brake,Boost Scramble +,Boost Scramble -,Manual Boost Reset,Boost Solenoid Duty,Boost Safety,Boost Master Enbl,Boost Man Shift Inp,Boost Fill Sol DC,Boost Vent Sol DC,N2O Stage 1,GPO 1,N2O Enabled,N2O Input #1,N2O Lean Cutoff,N2O Rich Cutoff,N2O RPM Cutoff,N2O MAP Cutoff,N2O Dry Fuel #1,N2O Tmg Mod #1,N2O Timer #1,N20 Pad1,N20 Pad2,N20 Pad3,N20 Pad4,Gear,Speed,Line Pressure,Input Shaft Speed,Accum Pressure,TCC Duty Cycle,Line Temp,Trans Man US Input,Trans Man DS Input,Trans Auto/Man In,Trans Range Pos,Trans Pad 2,TB TPS #1,TB TPS #2,Pedal TPS #1,Pedal TPS #2,TB Position,Brake Pedal,DBW Pad2,Diag #1,Diag #2,Diag #3,Diag #4,Diag #5,Diag #6,Diag #7,Diag #8,Diag #9,Diag #10,Diag #11,Diag #12,Diag #13,Diag #14,Diag #15,Diag #16,Diag #17,Diag #18,Diag #19,Diag #20,AT Launch Input,AT Manual Reset,AT Gear,,,,,,,,,,,Input #1,Input #2,Input #3,Input #4,Input #5,Input #6,Input #7,Input #8,Input #9,Input #10,Input #11,Input #12,Input #13,Input #14,Input #15,Input #16,Input #17,Input #18,Input #19,Input #20,Output #1,Output #2,Output #3,Output #4,Output #5,Output #6,Output #7,Output #8,Output #9,Output #10,Output #11,Output #12,Output #13,Output #14,Output #15,Output #16,Output #17,Output #18,Output #19,Output #20
164,4.877000,1032.921143,2.339903,1.500573,0.000000,13.799999,14.132320,98.602127,100.000000,0.000000,100.000000,-26.403469,0.000000,0.000000,0.414947,7.743917,0.000000,0.000000,0.000000,50.941864,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,31.081472,700.000000,48.026398,14.724731,133.980286,198.917908,102.745361,14.133927,31.011026,42.583012,7.018087,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.746103,67.935242,12.000000,13.799999,4.500000,4.401651,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.964591,0.964591,0.964591,0.962174,0.962174,0.962174,0.962174,0.962174,2.345803,2.345803,2.345803,2.345803,2.345803,2.345803,2.345803,2.345803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.916880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.916880,0.000000,815.645020,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.519499,24.566978,176.480652,0.000000,0.000000,181.134171,0.000000,0.000000,0.000000,1.000000,0.000000,3.820901,1.171627,1.225813,0.581043,14.696704,0.000000,0.000000,1000000.000000,0.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
165,4.899000,1042.320190,2.339903,1.500573,0.000000,13.799999,14.132320,98.602127,100.000000,0.000000,100.000000,-26.600382,0.000000,0.000000,0.414947,7.743917,0.000000,0.000000,0.000000,50.941864,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,31.081472,700.000000,48.026398,14.724731,133.980286,198.917908,102.745361,14.133927,31.011026,42.583012,7.018087,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.797928,68.269493,12.000000,13.799999,4.500000,4.393683,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.983115,0.983115,0.983115,0.983115,0.983115,0.983115,0.983115,0.983115,2.351177,2.351177,2.348955,2.348955,2.348955,2.348955,2.348955,2.348955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.929048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.929048,0.000000,815.667175,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.608245,24.763004,179.937531,0.000000,0.000000,181.154877,0.000000,0.000000,0.000000,1.000000,0.000000,3.816816,1.172428,1.226394,0.579180,14.763533,0.000000,0.000000,1000000.000000,0.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
166,4.921000,1058.239258,2.351225,1.538480,0.000000,13.799999,14.155488,98.602943,100.000000,0.000000,100.000000,-27.096306,0.000000,0.000000,0.537409,7.927143,0.000000,0.000000,0.000000,51.135742,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,31.299946,700.000000,48.053131,14.771261,133.972229,198.908646,102.749763,14.141815,31.215359,42.568756,7.000210,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.995835,68.367958,12.000000,13.799999,4.500000,4.391233,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.984767,0.984767,0.984767,0.986288,0.986288,0.986288,0.986288,0.986288,2.341279,2.341279,2.341279,2.341279,2.341279,2.341279,2.341279,2.341279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.913362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.913362,0.000000,815.691345,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.688190,24.695694,183.972122,0.000000,0.000000,181.141479,0.000000,0.000000,0.000000,1.000000,0.000000,3.817065,1.173529,1.225693,0.579181,14.775091,0.000000,0.000000,1000000.000000,0.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
167,4.943000,1066.663086,2.339353,1.535369,0.000000,13.799999,14.260111,98.604164,100.000000,0.000000,100.000000,-27.146416,0.000000,0.000000,0.602005,7.923486,0.000000,0.000000,0.000000,51.448158,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,31.538280,700.000000,48.050922,14.829226,133.957886,198.903931,102.743752,14.116920,31.435335,42.577541,7.007081,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.200212,68.653038,12.000000,13.799999,4.500000,4.398976,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.004361,1.004361,1.004361,1.004361,1.004361,1.004361,1.004361,1.004361,2.354393,2.354393,2.349381,2.349381,2.349381,2.349381,2.349381,2.349381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.969190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.969190,0.000000,815.715515,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.838248,24.711262,189.861435,0.000000,0.000000,181.089035,0.000000,0.000000,0.000000,1.000000,0.000000,3.813927,1.175647,1.228502,0.578934,14.850021,0.000000,0.000000,1000000.000000,0.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
168,4.967000,1068.283081,2.359818,1.560046,0.676837,13.799999,14.353399,98.603653,100.000000,0.000000,100.000000,-27.315084,1.000000,1.000000,0.645540,8.039684,0.000000,0.000000,0.000000,52.326569,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,31.756754,700.000000,47.778381,14.898932,133.960785,198.960999,102.749733,14.052400,31.412273,42.574936,7.026615,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.222761,68.694298,12.000000,13.799999,4.500000,4.419174,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.013172,1.013172,1.013172,1.013172,1.012702,1.012702,1.012702,1.012702,2.365780,2.365780,2.365780,2.365780,2.365780,2.365780,2.365780,2.365780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.950263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.950263,0.000000,815.737671,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.906160,24.834818,193.197891,0.000000,0.000000,181.092270,0.000000,0.000000,0.000000,1.000000,0.000000,3.811955,1.177700,1.228026,0.580039,14.901781,0.000000,0.000000,1000000.000000,0.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
169,4.992000,1074.241455,2.367419,1.572835,0.559218,13.799999,14.226943,98.602104,100.000000,0.000000,100.000000,-27.405260,1.000000,1.000000,0.693540,8.116837,0.000000,0.000000,0.000000,51.519722,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,31.995089,700.000000,48.103790,14.949156,133.985413,198.968567,102.775085,14.083765,31.496256,42.572422,7.062803,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.253284,68.712334,12.000000,13.799999,4.500000,4.409332,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.007975,1.007975,1.007975,1.007975,1.007975,1.007975,1.007975,1.007975,2.355178,2.355178,2.358770,2.358770,2.358770,2.358770,2.358770,2.358770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.929463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.929463,0.000000,815.759827,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.965543,24.728361,197.760315,0.000000,0.000000,181.188202,0.000000,0.000000,0.000000,1.000000,0.000000,3.807539,1.182057,1.228974,0.580298,15.023324,0.000000,0.000000,1000000.000000,0.000000,214.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
170,5.013000,1084.858643,2.351874,1.567750,0.547325,13.799999,14.196407,98.601433,100.000000,0.000000,100.000000,-27.419825,1.000000,1.000000,0.785365,8.103056,0.000000,0.000000,0.000000,51.414558,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,32.213581,700.000000,47.874439,15.031281,133.992157,198.975266,102.795654,14.094090,31.487400,42.578667,7.124054,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.427641,68.987404,12.000000,13.799999,4.500000,4.406103,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.020670,1.020670,1.020670,1.017643,1.017643,1.017643,1.017643,1.017643,2.353103,2.353103,2.353103,2.353103,2.353103,2.353103,2.353103,2.353103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.979712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.979712,0.000000,815.783997,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.024850,24.802288,201.581238,0.000000,0.000000,181.063904,0.000000,0.000000,0.000000,1.000000,0.000000,3.803223,1.186979,1.234497,0.582422,15.147535,0.000000,0.000000,1000000.000000,0.000000,214.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
171,5.130000,1124.430664,2.398598,1.684294,1.142939,13.799999,14.528827,98.603508,100.000000,0.000000,100.000000,-28.113266,1.000000,1.000000,1.001478,8.740938,0.000000,0.000000,0.000000,53.105629,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,33.584137,700.000000,48.750519,16.736713,133.962936,198.975769,102.808083,14.089910,32.038181,42.564453,9.048217,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.248187,70.070107,12.000000,13.799999,4.500000,4.407410,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.089576,1.089576,1.069896,1.090249,1.090249,1.090249,1.090249,1.090249,2.404694,2.381676,2.387947,2.387947,2.387947,2.387947,2.387947,2.387947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.873172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.873172,0.000000,815.898804,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.404012,24.526060,228.073975,0.000000,0.000000,181.176422,0.000000,0.000000,0.000000,1.000000,0.000000,3.747302,1.242090,1.291238,0.611725,16.662710,0.000000,0.000000,1000000.000000,0.000000,215.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
172,5.151000,1130.104492,2.398598,1.684294,1.142939,13.799999,14.528827,98.603508,100.000000,0.000000,100.000000,-28.448853,1.000000,1.000000,1.001478,8.740938,0.000000,0.000000,0.000000,53.105629,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,33.584137,700.000000,48.750519,16.736713,133.962936,198.975769,102.808083,14.089910,32.038181,42.564453,9.048217,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.248187,70.070107,12.000000,13.799999,4.500000,4.407410,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.089576,1.089576,1.089576,1.090249,1.090249,1.090249,1.090249,1.090249,2.404694,2.404694,2.404694,2.404694,2.404694,2.404694,2.404694,2.404694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.826484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.826484,0.000000,815.922974,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.445978,24.233391,235.175720,0.000000,0.000000,181.173706,0.000000,0.000000,0.000000,1.000000,0.000000,3.736582,1.252152,1.295299,0.612168,16.946335,0.000000,0.000000,1000000.000000,0.000000,215.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
173,5.174000,1127.395508,2.415152,1.708221,1.234601,13.799999,14.563078,98.607025,100.000000,0.000000,100.000000,-28.605501,1.000000,1.000000,1.047442,8.815515,0.000000,0.000000,0.000000,53.460239,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,33.822495,700.000000,48.994682,17.003967,133.933670,198.965118,102.808189,14.087205,32.233082,42.577225,9.152691,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.477810,70.328072,12.000000,13.799999,4.500000,4.408256,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.107970,1.107970,1.107970,1.107970,1.107970,1.107970,1.107970,1.107970,2.426901,2.426901,2.422550,2.422550,2.422550,2.422550,2.422550,2.422550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.788944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.788944,0.000000,815.947144,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.520582,24.003304,240.062805,0.000000,0.000000,181.131424,0.000000,0.000000,0.000000,1.000000,0.000000,3.731930,1.254722,1.298645,0.612770,17.060928,0.000000,0.000000,1000000.000000,0.000000,215.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
